Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Log_SalePrice,Log_GrLivArea,Log_LotArea,Log_TotalBsmtSF,TotalSF,Age,Qual_GrLivArea
702,20,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1164,1164,GasA,3,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,3,6,Typ,0,0,1969.0,Unf,2,528,3,3,Y,0,0,0,0,0,0,0,7,2006,COD,140000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.849404844423074,-0.6243768295466522,0.1134128858810546,0.27059379518912263,-0.2910141676595282,0.014949005238619735,0.418765232762051
703,60,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.3747946009344731,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,No,Unf,0,Unf,0,1234,1234,GasA,5,Y,SBrkr,1264,1312,0,2576,0,0,2,1,4,1,5,10,Typ,1,4,2006.0,Fin,3,666,3,3,Y,324,100,0,0,0,0,0,7,2006,New,361919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,12.799178471909892,1.7583705430957557,0.6141351281468421,0.3215401522250396,1.513150098934573,-1.2086044235344646,1.5870240684156263
704,190,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,-0.7951514718918303,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,Unf,0,Unf,0,360,360,GasA,4,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,4,8,Typ,1,1,1999.0,Unf,2,672,3,3,N,344,0,40,0,0,0,0,5,2010,WD,140000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.849404844423074,0.7029840698206425,-0.3306165066118864,-0.7523503419225931,-0.4809261957220652,2.428986851196327,-0.6186521392993475
705,20,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,Av,GLQ,712,Unf,0,761,1473,GasA,5,Y,SBrkr,1484,0,0,1484,1,0,2,0,3,1,4,7,Typ,0,0,2004.0,RFn,2,606,3,3,Y,0,35,0,144,0,0,0,5,2010,WD,213000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.269052139516223,0.10401996101385315,-0.14474378434052504,0.4760025028136926,0.47472086856698303,-1.010190354003694,0.5667480430673465
706,190,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,0,0,None,None,0,None,0,0,0,GasA,2,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,Mod,0,0,1980.0,None,0,0,0,0,N,0,0,0,0,0,0,3500,7,2010,WD,55000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10.915106645867503,-0.8158444576198164,-0.9286030644076463,-5.894038092795351,-1.7957017746165518,1.4369165035424745,-1.448520732095227
707,20,69.0,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,Norm,Norm,0.6514792433257054,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,Gd,GLQ,1219,Unf,0,424,1643,GasA,3,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,4,5,Typ,2,3,1971.0,Unf,2,739,3,3,Y,380,48,0,0,0,0,0,6,2007,WD,302000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.618185607609803,0.7227838181128572,4.916985486029503,0.5713055624013688,1.0955871141560463,-0.018120006349842004,0.6924575679794394
708,120,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.3747946009344731,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,No,GLQ,863,Unf,0,461,1324,GasA,5,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4,6,Typ,1,4,2006.0,Fin,2,550,3,3,Y,192,38,0,0,0,0,0,12,2009,WD,254000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,12.445093483000798,-0.23813528991864022,-0.7194054854491402,0.38295660146553656,0.09854896682772711,-1.1093973887690793,1.123464257077029
709,60,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,4,2007.0,Fin,2,400,3,3,Y,100,24,0,0,0,0,0,7,2007,New,179540,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,12.09815887308463,0.046889461790970206,-0.007497376722620795,-0.1387264145052089,-0.4663175781787931,-1.2086044235344646,0.5551412760706917
710,20,69.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,No,Unf,0,Unf,0,876,876,GasA,3,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,3,6,Typ,0,0,1966.0,Unf,1,408,3,3,Y,0,0,0,0,0,0,0,12,2008,WD,109900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.60733523953139,-1.3823296428107452,-0.4529889233740769,0.022654907622589513,-0.9581410354689529,0.18029406318092842,-0.9212644630477606
711,30,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-2.241782187109366,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,No,Unf,0,Unf,0,270,270,GasA,4,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,3,5,Maj2,0,0,1980.0,None,0,0,0,0,N,0,0,0,0,0,0,0,7,2008,WD,52000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10.859018228147887,-2.0272804353748546,-1.5172157298621562,-1.0027250236406118,-1.9089185605769103,1.2054334224232424,-2.163462273468618
712,50,66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,-1.518466829500598,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,Mn,Unf,0,Unf,0,859,859,GasA,4,Y,SBrkr,859,319,0,1178,0,0,1,0,2,1,3,7,Typ,0,0,1964.0,RFn,1,384,3,3,N,68,0,98,0,0,0,0,1,2010,WD,102776,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11.54031687156214,-0.5885246852677473,-0.07423722030961048,0.00556396129525262,-0.645273143083876,2.428986851196327,-1.4221305485449096
713,120,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1.3747946009344731,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Mn,GLQ,767,Unf,0,461,1228,GasA,4,Y,SBrkr,1228,0,0,1228,1,0,2,0,2,1,4,5,Typ,1,4,1988.0,Fin,2,472,3,3,Y,168,120,0,0,0,0,0,10,2008,WD,189000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,12.149507585033072,-0.4638680238247276,-1.2792619634604525,0.317287943779046,-0.1351889138646261,-0.5472241917652299,1.0710523773759506
714,190,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,-1.518466829500598,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,Av,ALQ,789,Unf,0,171,960,GasW,3,N,SBrkr,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,1970.0,Unf,2,576,3,3,Y,0,288,0,0,0,0,0,5,2006,WD,129000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.767575435251748,-1.2021331380389064,0.16762445698798947,0.10251679283299632,-0.7877071641307787,-0.018120006349842004,-1.4933660575774335
715,60,69.0,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,-0.07183611428306244,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,No,GLQ,533,Unf,0,192,725,GasA,5,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,4,6,Typ,0,0,1976.0,RFn,2,475,3,3,Y,0,44,0,0,0,0,0,3,2010,WD,130500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.779136168550774,0.09389751984932357,0.7749757142007646,-0.14232690788991664,-0.44196988227333966,-0.08425802952676548,-0.07117439061732518
716,20,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,No,Unf,0,Unf,0,1064,1064,GasA,3,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,3,7,Typ,1,3,1974.0,RFn,2,478,3,3,Y,0,0,0,0,0,0,0,8,2009,WD,165000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.013706813470414,-0.1798122102584873,0.21921377591662347,0.19223465916662189,-0.18631907526607835,-0.051189017938303744,-0.11883797444670963
717,70,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,No,Unf,0,Unf,0,718,718,GasA,5,Y,SBrkr,1576,978,0,2554,0,0,1,1,3,1,3,8,Typ,0,0,1996.0,Unf,2,704,3,3,P,0,48,143,0,0,0,0,7,2007,WD,159500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.979805470779858,1.7326382649983265,0.3411262069094547,-0.1507862527609139,0.858197079077875,2.660469932315559,0.897621979720484
718,20,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,No,BLQ,1084,Unf,0,92,1176,GasA,4,Y,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4,5,Typ,1,2,1973.0,Unf,2,439,3,3,Y,224,0,0,0,0,0,0,11,2008,WD,157000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.964007453736912,-0.5885246852677473,0.1923349186028934,0.2795412867292629,-0.2593621629824387,-0.051189017938303744,-0.8060706860395147
719,60,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,Gd,GLQ,1173,Unf,0,138,1311,GasA,5,Y,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,4,9,Typ,1,3,1993.0,RFn,3,983,3,3,Y,250,154,216,0,0,0,0,8,2008,WD,341000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.739640688812674,1.5684731289988876,0.29438031926599384,0.37434785572109797,1.4145419305174864,-0.7125692497075385,0.8642698034146906
720,20,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,Gd,ALQ,523,Unf,0,448,971,GasA,3,Y,SBrkr,971,0,0,971,0,0,1,1,3,1,3,5,Typ,1,1,1969.0,Unf,1,300,3,3,Y,0,0,0,0,0,0,0,5,2006,WD,128500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.763691965388299,-1.167974144824778,0.17680612386209502,0.1124540987499441,-0.76092469863478,0.014949005238619735,-0.8901580568697042
721,120,69.0,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1.3747946009344731,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Gd,GLQ,1148,Unf,0,594,1742,GasA,3,Y,SBrkr,1742,0,0,1742,1,0,2,0,2,1,4,5,Typ,1,3,1985.0,RFn,2,564,3,3,Y,114,28,234,0,0,0,0,12,2006,WD,275000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.524530013005734,0.5848073485893839,-0.6218406224084806,0.6223615716205693,1.1162826556756815,-0.5141551801767681,1.3145396488645351
722,120,69.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Av,GLQ,662,Unf,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,2004.0,RFn,2,420,3,3,Y,160,0,0,0,0,0,0,5,2010,WD,143000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,11.870606902224587,-1.5740400148009617,-1.3834111236425595,-0.005675869164797419,-1.0604013582718574,-1.010190354003694,-0.3616276400274445
723,20,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,ALQ,191,Unf,0,673,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,1994.0,Unf,2,463,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,124500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.732069026983156,-1.5180047635934562,-0.2102851308704697,0.010625531461720017,-1.0214450448231318,0.08108702841554322,-1.530036471639837
724,50,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,941,941,GasA,5,Y,SBrkr,997,473,0,1470,0,0,2,0,4,1,3,7,Typ,0,0,1958.0,Unf,1,548,3,3,Y,0,0,0,0,156,0,0,5,2008,WD,135000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.813037464800539,0.07559064598166287,-0.19794398544703842,0.08508137399170218,-0.18997122965189636,0.5771222022424692,-1.3450315557520278
725,20,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,2.0981099585432412,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,No,GLQ,1234,Unf,0,464,1698,GasA,5,Y,SBrkr,1698,0,0,1698,1,0,2,0,3,1,5,8,Typ,1,4,2007.0,Fin,3,768,3,3,Y,327,64,0,0,0,0,0,2,2009,WD,320000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.676079399771027,0.508070314191244,0.7416495535383555,0.6000377466414929,1.0091527936916864,-1.142466400357541,1.9446089701614895
726,20,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,375,BLQ,239,250,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,4,5,Typ,0,0,1989.0,Unf,2,660,3,3,Y,96,0,0,0,0,0,500,11,2009,WD,120500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.699413330633599,-1.5180047635934562,-0.5082986660355249,0.010625531461720017,-1.0214450448231318,0.08108702841554322,-1.530036471639837
727,20,69.0,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,-0.07183611428306244,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,No,GLQ,808,Unf,0,72,880,GasA,5,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,4,5,Typ,1,4,1988.0,Fin,2,540,3,3,Y,292,44,0,182,0,0,0,12,2009,WD,222000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.310437165348775,0.4761034928884101,1.6897345710452043,0.02662814955768593,-0.008580895156268106,-0.5141551801767681,-0.004617361647751476
728,20,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,Av,GLQ,724,Unf,0,508,1232,GasA,5,Y,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4,6,Typ,0,0,2007.0,RFn,2,632,3,3,Y,132,0,0,0,0,0,0,2,2009,WD,194500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.178192583415596,-0.4541156156977284,-0.41238861459078296,0.32012504914621576,-0.1254498355024447,-1.142466400357541,0.453355902624787
729,90,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,-0.7951514718918303,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1584,1584,GasA,3,Y,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3,9,Typ,0,0,1968.0,Unf,3,888,3,3,Y,0,25,0,0,0,0,0,7,2009,COD,110000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,11.608244735642321,0.6427888294625226,0.45833451437056955,0.5393949274573131,0.9653269410618701,0.47791516747708407,-0.6273874300390697
730,30,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,152,Unf,0,628,780,GasA,3,Y,FuseA,848,0,360,1208,0,0,1,0,2,1,3,5,Typ,0,0,1962.0,Unf,2,539,3,3,Y,0,23,112,0,0,0,0,1,2009,WD,103000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.542493975902508,-0.5131111458709773,-0.7194054854491402,-0.07856731822469196,-1.1431835243503992,1.5691925498963215,-1.4133755813624795
731,120,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.3747946009344731,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,No,GLQ,1180,Unf,0,415,1595,GasA,5,Y,SBrkr,1616,0,0,1616,1,0,2,0,2,1,4,5,Typ,1,3,1995.0,RFn,2,608,3,3,Y,237,152,0,0,0,0,0,3,2010,WD,236500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,12.373707715234994,0.35960417296264136,-1.0028497330474508,0.5454334944340871,0.7839366065662419,-0.7125692497075385,1.262250724945507
732,80,73.0,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,0.6514792433257054,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,Av,GLQ,786,Unf,0,82,868,GasA,5,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4,6,Typ,1,4,2003.0,Fin,2,438,3,3,Y,160,22,0,0,0,0,0,5,2007,WD,187500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.141539457711714,-0.6711108337345398,0.1113979642084442,0.014653766558536773,-0.6732729933751475,-1.0763283771806176,0.40927064222270876
733,60,75.0,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,Av,ALQ,252,Unf,0,901,1153,GasA,5,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,Typ,1,3,1998.0,Fin,2,541,3,3,Y,192,84,0,0,0,0,0,7,2008,WD,222500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.312686874960354,1.045245222038818,0.4463350156059766,0.2623105916297914,0.7510672170938798,-0.8779143076498472,0.7579695875082937
734,20,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,-0.7951514718918303,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,594,Unf,0,270,864,GasA,5,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,1961.0,RFn,1,264,3,3,Y,165,0,0,0,0,0,400,3,2009,WD,131400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.786008995353765,-0.6763487075950313,0.1923349186028934,0.010625531461720017,-0.6805773021467835,0.37870813271169884,-0.8188153542956188
